gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
344	semibin163_refined_aligned	360581	360860	f	0	1	prodigal	v4.6
345	semibin163_refined_aligned	360725	361880	r	0	1	prodigal	v4.6
346	semibin163_refined_aligned	362140	362833	r	0	1	prodigal	v4.6
347	semibin163_refined_aligned	362832	363579	r	0	1	prodigal	v4.6
348	semibin163_refined_aligned	363589	364363	r	0	1	prodigal	v4.6
349	semibin163_refined_aligned	364592	365300	r	0	1	prodigal	v4.6
350	semibin163_refined_aligned	365368	365869	f	0	1	prodigal	v4.6
351	semibin163_refined_aligned	365845	366160	r	0	1	prodigal	v4.6
352	semibin163_refined_aligned	366292	366742	f	0	1	prodigal	v4.6
353	semibin163_refined_aligned	366686	367382	f	0	1	prodigal	v4.6
354	semibin163_refined_aligned	367409	368633	f	0	1	prodigal	v4.6
355	semibin163_refined_aligned	368719	370255	r	0	1	prodigal	v4.6
356	semibin163_refined_aligned	370302	371940	r	0	1	prodigal	v4.6
357	semibin163_refined_aligned	371983	373219	r	0	1	prodigal	v4.6
358	semibin163_refined_aligned	373711	373978	f	0	1	prodigal	v4.6
359	semibin163_refined_aligned	374098	374335	f	0	1	prodigal	v4.6
360	semibin163_refined_aligned	374471	374789	r	0	1	prodigal	v4.6
361	semibin163_refined_aligned	374800	375319	r	0	1	prodigal	v4.6
362	semibin163_refined_aligned	375311	375956	r	0	1	prodigal	v4.6
363	semibin163_refined_aligned	375968	377075	r	0	1	prodigal	v4.6
364	semibin163_refined_aligned	377071	378277	r	0	1	prodigal	v4.6
365	semibin163_refined_aligned	378313	378841	r	0	1	prodigal	v4.6
366	semibin163_refined_aligned	378877	379450	r	0	1	prodigal	v4.6
367	semibin163_refined_aligned	379489	379906	r	0	1	prodigal	v4.6
368	semibin163_refined_aligned	380246	381704	f	0	1	prodigal	v4.6
369	semibin163_refined_aligned	381714	382779	f	0	1	prodigal	v4.6
370	semibin163_refined_aligned	382821	383679	f	0	1	prodigal	v4.6
371	semibin163_refined_aligned	383683	383917	r	0	1	prodigal	v4.6
372	semibin163_refined_aligned	383927	384539	r	0	1	prodigal	v4.6
373	semibin163_refined_aligned	384552	385593	r	0	1	prodigal	v4.6
374	semibin163_refined_aligned	385589	386183	r	0	1	prodigal	v4.6
375	semibin163_refined_aligned	386578	387097	f	0	1	prodigal	v4.6
376	semibin163_refined_aligned	387110	388025	f	0	1	prodigal	v4.6
377	semibin163_refined_aligned	387995	389378	r	0	1	prodigal	v4.6
378	semibin163_refined_aligned	389400	390723	r	0	1	prodigal	v4.6
379	semibin163_refined_aligned	390722	391376	r	0	1	prodigal	v4.6
380	semibin163_refined_aligned	391468	391969	r	0	1	prodigal	v4.6
381	semibin163_refined_aligned	392093	392348	r	0	1	prodigal	v4.6
382	semibin163_refined_aligned	392372	392792	r	0	1	prodigal	v4.6
383	semibin163_refined_aligned	392887	393997	r	0	1	prodigal	v4.6
384	semibin163_refined_aligned	393996	394515	r	0	1	prodigal	v4.6
385	semibin163_refined_aligned	394573	396154	f	0	1	prodigal	v4.6
386	semibin163_refined_aligned	396166	396526	f	0	1	prodigal	v4.6
